1164976515546 1 0 17,9 3 52,34 23,2 2 1
1164980656718 1 69 18,83 3 48,37 24,64 2 1
1164980662171 8 68 22,96 3 45,17 25,48 30 41
1164980665234 18 67 23,78 3 41,79 26,3 102 139
1164980669937 19 67 24,09 3 41,63 26,07 67 79
1164980670453 9 68 24,2 3 47,23 25,18 31 44
1164980676250 10 68 23,68 3 47,18 25,84 98 142
1164980678765 20 67 25,43 3 45,05 26,17 53 72
1164980680953 11 68 24,92 3 43,3 26,06 111 188
1164980685625 14 68 21,31 3 46,2 25,32 31 36
1164980688484 2 69 26,16 3 43,17 26,01 58 56
1164980689453 15 68 23,27 3 44,82 25,36 33 34
1164980691093 12 68 27,09 3 42,68 26,2 222 210
1164980692703 3 69 22,03 3 46,8 25,68 41 58
1164980694562 16 68 26,26 3 42,7 25,74 35 47
1164980696515 13 68 25,85 3 43,1 26,02 385 547
1164980698281 17 68 23,37 3 44,93 25,42 25 54
1164980704906 4 69 28,32 3 46,67 25,96 94 112
1164980707765 5 69 28,74 3 41,56 26,66 309 298
1164980710156 6 69 20,48 3 48,41 25,23 23 36
1164980713921 7 69 19,66 3 48,75 25,11 29 37
1164980716718 1 70 18,83 3 48,4 24,64 1 1
1164980722171 8 69 22,96 3 44,97 25,48 21 34
1164980725265 18 68 23,78 3 41,92 26,32 100 66
1164980729921 19 68 24,09 3 41,7 26,1 115 114
1164980730453 9 69 24,09 3 47,11 25,2 23 40
1164980736250 10 69 23,68 3 47,09 25,88 123 82
1164980738765 20 68 25,33 3 45,08 26,17 42 52
1164980740968 11 69 25,02 3 43,31 26,08 215 164
1164980745625 14 69 21,31 3 46,73 25,32 32 37
1164980748484 2 70 26,26 3 43,2 26,01 71 50
1164980749453 15 69 23,27 3 45,18 25,35 36 41
1164980751109 12 69 27,09 3 42,95 26,18 234 247
1164980752703 3 70 22,03 3 46,84 25,67 53 48
1164980754578 16 69 26,26 3 42,74 25,76 36 49
1164980756515 13 69 25,85 3 43,1 25,99 371 590
1164980758296 17 69 23,68 3 44,96 25,43 24 52
1164980764921 4 70 28,63 3 46,67 25,93 96 96
1164980767765 5 70 28,32 3 41,55 26,63 310 298
1164980770156 6 70 20,59 3 48,48 25,22 22 36
1164980773921 7 70 19,97 3 48,79 25,1 29 37
1164980776718 1 71 18,83 3 48,4 24,64 2 1
1164980782171 8 70 23,27 3 45,04 25,5 21 31
1164980789937 19 69 24,09 3 41,93 26,08 80 105
1164980790453 9 70 24,09 3 47,17 25,18 26 33
1164980796328 10 70 23,68 3 47,12 25,84 129 170
1164980798765 20 69 25,43 3 44,88 26,15 59 75
1164980800968 11 70 24,92 3 43,31 26,08 165 247
1164980805640 14 70 21,31 3 47,22 25,31 23 37
1164980808500 2 71 26,26 3 43,29 25,95 77 105
1164980809453 15 70 22,96 3 45,18 25,34 21 36
1164980811109 12 70 27,09 3 43,18 26,18 137 180
1164980812703 3 71 21,72 3 46,84 25,71 63 79
1164980814578 16 70 26,26 3 42,53 25,74 23 32
1164980816531 13 70 25,85 3 43,1 26 23 247
1164980818281 17 70 23,37 3 44,73 25,43 28 29
1164980824921 4 71 28,32 3 46,67 25,96 91 112
1164980827781 5 71 28,63 3 41,55 26,61 294 266
1164980830156 6 71 20,48 3 48,51 25,21 23 36
1164980833937 7 71 19,97 3 48,75 25,1 28 30
1164980836734 1 72 18,83 3 48,34 24,64 1 1
1164980842187 8 71 23,27 3 45,1 25,52 30 40
1164980845265 18 70 23,68 3 42,26 26,33 125 154
1164980849937 19 70 23,78 3 41,76 26,08 86 112
1164980850468 9 71 24,09 3 47,17 25,19 23 27
1164980856250 10 71 23,37 3 47,15 25,84 162 156
1164980858781 20 70 25,43 3 44,72 26,18 53 54
1164980860968 11 71 25,02 3 43,24 26,08 265 274
1164980865640 14 71 21,31 3 47,44 25,27 31 37
1164980868500 2 72 26,26 3 43,23 25,96 54 80
1164980869468 15 71 23,06 3 45,22 25,35 30 29
1164980872718 3 72 22,03 3 46,8 25,68 46 62
1164980874578 16 71 26,57 3 42,67 25,74 23 35
1164980876531 13 71 25,85 3 43,1 26,02 196 55
1164980878296 17 71 23,68 3 44,93 25,45 32 40
1164980884921 4 72 28,63 3 46,68 25,99 98 107
1164980887781 5 72 28,74 3 41,55 26,62 236 170
1164980890187 6 72 20,79 3 48,48 25,25 27 34
1164980893937 7 72 19,97 3 48,78 25,09 24 29
1164980896734 1 73 18,83 3 48,34 24,65 1 2
1164980902187 8 72 22,96 3 45,04 25,54 26 29
1164980905265 18 71 23,78 3 42,23 26,37 142 138
1164980909937 19 71 23,78 3 41,8 26,08 114 123
1164980910468 9 72 24,2 3 47,17 25,2 21 37
1164980916250 10 72 23,68 3 47,18 25,83 109 82
1164980918765 20 71 25,33 3 44,75 26,19 37 58
1164980920968 11 72 24,92 3 43,24 26,08 104 174
1164980925640 14 72 21,21 3 47,34 25,27 19 34
1164980928500 2 73 26,16 3 43,26 25,97 103 98
1164980929468 15 72 23,27 3 45,02 25,34 30 47
1164980931125 12 72 27,39 3 43,02 26,22 215 286
1164980932718 3 73 22,03 3 46,84 25,7 66 66
1164980934593 16 72 26,36 3 42,53 25,76 35 49
1164980936531 13 72 25,85 3 43,1 26,02 386 527
1164980938296 17 72 23,68 3 44,76 25,42 41 52
1164980944921 4 73 28,32 3 46,67 25,96 87 77
1164980947781 5 73 28,63 3 41,52 26,65 155 261
1164980950171 6 73 20,38 3 48,48 25,24 25 32
1164980953937 7 73 19,76 3 48,79 25,1 27 36
1164980956734 1 74 19,14 3 48,37 24,65 2 1
1164980962187 8 73 23,06 3 45,04 25,53 30 35
1164980969953 19 72 24,09 3 41,9 26,08 115 112
1164980970468 9 73 24,09 3 47,17 25,18 27 43
1164980976250 10 73 23,37 3 47,05 25,84 90 134
1164980978781 20 72 25,43 3 44,65 26,17 52 71
1164980980984 11 73 24,92 3 43,04 26,08 140 216
1164980985656 14 73 21,21 3 47,41 25,28 20 35
1164980988515 2 74 26,26 3 43,23 25,99 103 101
1164980989468 15 73 23,27 3 44,92 25,38 25 41
1164980991125 12 73 27,39 3 43,25 26,18 167 262
1164980991718 3 74 21,82 3 46,87 25,68 65 81
1164980993593 16 73 26,26 3 42,67 25,76 24 44
1164980995531 13 73 25,85 3 42,96 25,99 147 406
1164980999296 17 73 23,78 3 44,86 25,43 17 33
1164981004921 4 74 28,32 3 46,67 25,97 93 92
1164981007796 5 74 28,74 3 41,55 26,64 204 171
1164981010187 6 74 20,48 3 48,48 25,24 25 37
1164981013937 7 74 19,76 3 48,72 25,1 29 31
1164981016734 1 75 18,94 3 48,41 24,65 1 1
1164981022187 8 74 22,96 3 44,97 25,54 30 37
1164981025265 18 73 23,68 3 42,13 26,32 128 155
1164981029953 19 73 24,09 3 42,1 26,07 85 110
1164981030468 9 74 24,2 3 47,24 25,21 22 27
1164981036265 10 74 23,78 3 47,02 25,83 163 178
1164981038796 20 73 25,43 3 44,92 26,19 66 72
1164981040984 11 74 24,92 3 43,3 26,06 251 304
1164981045656 14 74 21,31 3 47,77 25,28 22 35
1164981048500 2 75 26,36 3 43,23 26,02 100 93
1164981049468 15 74 23,27 3 45,09 25,38 25 40
1164981051125 12 74 27,09 3 43,12 26,18 167 262
1164981052718 3 75 22,03 3 46,84 25,69 60 77
1164981054593 16 74 26,26 3 42,6 25,75 24 45
1164981056546 13 74 25,85 3 43,1 26,01 129 380
1164981058312 17 74 23,68 3 44,86 25,43 24 51
1164981064937 4 75 28,32 3 46,67 25,96 69 69
1164981067796 5 75 28,63 3 41,52 26,64 248 381
1164981070375 6 75 20,48 3 48,41 25,24 21 27
1164981073937 7 75 19,76 3 48,72 25,11 20 32
1164981076734 1 76 18,83 3 48,41 24,65 1 1
1164981082187 8 75 22,96 3 45,08 25,55 21 31
1164981085265 18 74 23,37 3 42,27 26,36 82 80
1164981089953 19 74 24,09 3 42,03 26,06 109 93
1164981090484 9 75 24,09 3 47,17 25,18 29 44
1164981096265 10 75 23,68 3 47,09 25,84 80 99
1164981098796 20 74 25,43 3 44,85 26,16 41 52
1164981100984 11 75 25,02 3 43,37 26,07 205 146
1164981105656 14 75 21,21 3 47,84 25,3 28 31
1164981108515 2 76 26,16 3 43,23 26,02 49 71
1164981109468 15 75 23,27 3 45,48 25,38 37 48
1164981111125 12 75 27,09 3 43,25 26,21 237 258
1164981112718 3 76 22,03 3 46,84 25,69 73 77
1164981114609 16 75 26,26 3 42,67 25,75 34 49
1164981116546 13 75 25,95 3 42,87 26,05 305 589
1164981118312 17 75 23,47 3 44,93 25,43 37 64
1164981124937 4 76 28,63 3 46,65 26 69 69
1164981130187 6 76 20,48 3 48,45 25,27 26 34
1164981133937 7 76 19,97 3 48,79 25,11 26 30
1164981136734 1 77 19,14 3 48,41 24,66 1 1
1164981142234 8 76 22,96 3 45,01 25,52 29 38
1164981145281 18 75 23,68 3 42,39 26,31 120 151
1164981149968 19 75 24,2 3 41,97 26,1 75 95
1164981150484 9 76 24,2 3 47,2 25,21 24 30
1164981156265 10 76 23,37 3 47,21 25,81 128 169
1164981158796 20 75 25,43 3 44,85 26,18 52 70
1164981160984 11 76 24,92 3 43,37 26,04 180 262
1164981165656 14 76 21,21 3 47,08 25,29 20 34
1164981168531 2 77 26,26 3 43,23 26,03 103 110
1164981169468 15 76 23,27 3 44,86 25,37 25 30
1164981172734 3 77 22,03 3 46,84 25,7 49 53
1164981174593 16 76 26,36 3 42,7 25,74 23 32
1164981176546 13 76 25,85 3 43,04 26,06 212 77
1164981178312 17 76 23,78 3 44,96 25,42 20 24
1164981184937 4 77 28,32 3 46,67 25,96 93 91
1164981187796 5 77 28,74 3 41,52 26,68 155 202
1164981190187 6 77 20,79 3 48,48 25,25 24 38
1164981193953 7 77 19,97 3 48,72 25,12 25 30
1164981196750 1 78 19,14 3 48,41 24,65 2 1
1164981202250 8 77 22,96 3 45,01 25,52 30 36
1164981205281 18 76 23,68 3 42,22 26,3 140 153
1164981210000 19 76 24,09 3 41,83 26,07 98 121
1164981210484 9 77 24,2 3 47,23 25,18 17 32
1164981216265 10 77 23,68 3 47,18 25,85 167 168
1164981218781 20 76 25,43 3 44,92 26,17 65 68
1164981221000 11 77 24,92 3 43,37 26,08 266 279
1164981225750 14 77 21,21 3 48 25,28 25 41
1164981228531 2 78 26,26 3 43,24 26,04 81 58
1164981229484 15 77 22,96 3 45,22 25,36 27 44
1164981231140 12 77 27,09 3 43,32 26,22 222 288
1164981232734 3 78 22,03 3 46,84 25,72 57 75
1164981234609 16 77 26,26 3 42,67 25,74 31 49
1164981236546 13 77 25,85 3 42,97 26,05 154 420
1164981238359 17 77 23,68 3 44,83 25,44 31 59
1164981244953 4 78 28,63 3 46,65 26,01 60 83
1164981247812 5 78 28,63 3 41,49 26,66 222 355
1164981250187 6 78 20,48 3 48,42 25,27 26 33
1164981253953 7 78 20,07 3 48,72 25,12 22 26
1164981256750 1 79 18,83 3 48,41 24,67 1 1
1164981262218 8 78 22,96 3 44,94 25,54 22 30
1164981265312 18 77 23,68 3 42,09 26,31 69 86
1164981269968 19 77 24,09 3 41,87 26,11 69 78
1164981270500 9 78 24,2 3 47,17 25,18 28 36
1164981276296 10 78 23,78 3 47,18 25,82 142 178
1164981281000 11 78 24,92 3 43,34 26,08 224 298
1164981285671 14 78 21,31 3 47,64 25,32 25 41
1164981288531 2 79 26,26 3 43,3 26,02 72 50
1164981289484 15 78 23,27 3 45,28 25,36 27 43
1164981291140 12 78 27,09 3 43,15 26,19 223 287
1164981292734 3 79 22,03 3 46,84 25,72 53 71
1164981294609 16 78 26,26 3 42,63 25,75 31 48
1164981296562 13 78 25,85 3 43 26,03 158 425
1164981298375 17 78 23,68 3 44,77 25,46 37 64
1164981304953 4 79 28,63 3 46,65 26 67 92
1164981310187 6 79 20,48 3 48,42 25,25 19 27
1164981313953 7 79 20,07 3 48,72 25,13 28 37
1164981316750 1 80 19,14 3 48,41 24,66 2 2
1164981322218 8 79 22,96 3 45,1 25,5 29 37
1164981325296 18 78 23,68 3 42,56 26,31 131 155
1164981329968 19 78 24,09 3 41,97 26,12 104 124
1164981330500 9 79 24,3 3 47,17 25,21 21 37
1164981336281 10 79 23,68 3 47,19 25,86 147 123
1164981338812 20 78 25,43 3 44,72 26,18 53 56
1164981341000 11 79 25,02 3 43,24 26,08 202 141
1164981345671 14 79 21,21 3 47,41 25,3 32 37
1164981348531 2 80 26,16 3 43,3 26,03 79 107
1164981349500 15 79 23,27 3 45,02 25,38 37 44
1164981351156 12 79 27,39 3 43,19 26,22 163 162
1164981352734 3 80 22,13 3 46,81 25,71 72 70
1164981354625 16 79 26,57 3 42,77 25,74 25 35
1164981356562 13 79 25,85 3 43,07 26,06 369 438
1164981358328 17 79 23,68 3 44,9 25,46 24 24
1164981364953 4 80 28,63 3 46,65 26 58 72
1164981367812 5 80 28,63 3 41,49 26,67 287 409
1164981370203 6 80 20,48 3 48,48 25,26 26 35
1164981373953 7 80 19,97 3 48,72 25,13 22 26
1164981376750 1 81 19,14 3 48,41 24,66 1 1
1164981382218 8 80 23,27 3 44,94 25,52 22 34
1164981385296 18 79 23,78 3 42,13 26,32 98 135
1164981389984 19 79 24,09 3 41,77 26,13 95 119
1164981390500 9 80 24,2 3 47,24 25,21 18 35
1164981396312 10 80 23,68 3 47,12 25,87 144 117
1164981398812 20 79 25,33 3 44,92 26,22 52 56
1164981401000 11 80 25,02 3 43,24 26,11 185 123
1164981405671 14 80 21,21 3 47,18 25,3 26 27
1164981408546 2 81 26,26 3 43,24 26,07 104 105
1164981409500 15 80 23,27 3 44,96 25,41 29 28
1164981411156 12 80 27,19 3 43,18 26,18 145 199
1164981412734 3 81 22,03 3 46,78 25,74 56 50
1164981414625 16 80 26,26 3 42,87 25,76 24 44
1164981416562 13 80 25,85 3 43,04 26,08 18 300
1164981418343 17 80 23,68 3 44,83 25,45 39 64
1164981424953 4 81 28,32 3 46,65 26 98 106
1164981427828 5 81 28,63 3 41,49 26,66 322 326
1164981430203 6 81 20,48 3 48,48 25,24 19 28
1164981433968 7 81 19,66 3 48,72 25,12 23 33
1164981436765 1 82 19,14 3 48,41 24,67 1 1
1164981442218 8 81 22,96 3 45,1 25,51 25 38
1164981449984 19 80 24,09 3 41,94 26,12 79 103
1164981450515 9 81 24,09 3 47,17 25,2 20 28
1164981456296 10 81 23,68 3 47,12 25,85 164 160
1164981458812 20 80 25,43 3 44,88 26,19 64 73
1164981461000 11 81 25,02 3 43,27 26,08 264 271
1164981465671 14 81 21,21 3 47,51 25,31 34 42
1164981468546 2 82 26,26 3 43,27 26,04 52 77
1164981469500 15 81 23,27 3 44,76 25,38 29 46
1164981471156 12 81 27,39 3 43,05 26,18 239 268
1164981472750 3 82 22,03 3 46,84 25,72 53 71
1164981474625 16 81 26,26 3 42,67 25,78 35 48
1164981476562 13 81 25,85 3 43,04 26,07 271 566
1164981478328 17 81 23,68 3 44,83 25,45 39 50
1164981484953 4 82 28,32 3 46,68 26 93 91
1164981487828 5 82 28,63 3 41,49 26,68 171 193
1164981490218 6 82 20,79 3 48,42 25,27 21 35
1164981493968 7 82 19,97 3 48,7 25,16 29 32
1164981496765 1 83 19,14 3 48,47 24,66 1 1
1164981502218 8 82 22,96 3 45,04 25,54 21 31
1164981505296 18 81 23,68 3 42,09 26,28 114 84
1164981509984 19 81 24,09 3 41,84 26,13 98 72
1164981510515 9 82 24,2 3 47,24 25,2 30 38
1164981516296 10 82 23,68 3 47,19 25,89 91 134
1164981518812 20 81 25,43 3 44,78 26,18 44 63
1164981521015 11 82 24,92 3 43,21 26,1 126 201
1164981525687 14 82 21,31 3 47,41 25,32 25 41
1164981528546 2 83 26,16 3 43,24 26,04 82 60
1164981529500 15 82 23,27 3 45,09 25,41 21 32
1164981531156 12 82 27,09 3 43,12 26,18 210 285
1164981532750 3 83 22,03 3 46,81 25,72 55 49
1164981534625 16 82 26,26 3 42,74 25,79 29 48
1164981536562 13 82 26,16 3 42,9 26,07 51 345
1164981538343 17 82 23,37 3 44,9 25,46 42 56
1164981544968 4 83 28,63 3 46,68 26 98 104
1164981547812 5 83 28,74 3 41,52 26,66 154 259
1164981550218 6 83 20,59 3 48,48 25,23 25 37
1164981553968 7 83 19,97 3 48,73 25,17 23 28
1164981556765 1 84 18,83 3 48,47 24,67 2 1
1164981562234 8 83 23,27 3 44,98 25,55 28 40
1164981565312 18 82 23,68 3 41,99 26,3 139 154
1164981570000 19 82 24,09 3 41,84 26,12 115 111
1164981570531 9 83 24,2 3 47,3 25,21 30 43
1164981576296 10 83 23,68 3 47,21 25,82 105 149
1164981578828 20 82 25,33 3 44,89 26,21 47 67
1164981581015 11 83 25,02 3 43,3 26,06 234 304
1164981585687 14 83 21,31 3 47,25 25,34 33 44
1164981588546 2 84 26,26 3 43,24 26,06 81 109
1164981589500 15 83 23,27 3 45,22 25,4 31 47
1164981591156 12 83 27,09 3 43,09 26,19 230 230
1164981592750 3 84 22,03 3 46,84 25,74 55 74
1164981594625 16 83 26,26 3 42,67 25,77 31 35
1164981596609 13 83 25,85 3 43,04 26,07 384 554
1164981598343 17 83 23,68 3 44,9 25,46 13 40
1164981604984 4 84 28,32 3 46,65 26,02 60 82
1164981607828 5 84 28,74 3 41,49 26,68 336 386
1164981610218 6 84 20,48 3 48,45 25,26 22 29
1164981613968 7 84 19,97 3 48,76 25,13 23 34
1164981616765 1 85 18,83 3 48,47 24,67 1 1
1164981622234 8 84 22,96 3 45,1 25,51 27 30
1164981625312 18 83 23,78 3 42,02 26,3 135 123
1164981629984 19 83 24,09 3 41,67 26,12 111 100
1164981630531 9 84 24,09 3 47,17 25,22 30 41
1164981636296 10 84 23,78 3 47,18 25,85 66 108
1164981638828 20 83 25,33 3 44,72 26,22 47 46
1164981641015 11 84 25,02 3 43,31 26,08 127 202
1164981645687 14 84 21,21 3 46,99 25,34 23 29
1164981648562 2 85 26,16 3 43,24 26,11 93 80
1164981649515 15 84 23,27 3 45,09 25,41 35 39
1164981651171 12 84 27,39 3 43,12 26,21 141 188
1164981652750 3 85 22,03 3 46,84 25,73 73 74
1164981654625 16 84 26,26 3 42,54 25,78 22 36
1164981656609 13 84 25,85 3 43,07 26,09 230 110
1164981658343 17 84 23,68 3 44,83 25,47 37 63
1164981664968 4 85 28,63 3 46,65 26,02 78 107
1164981667828 5 85 28,74 3 41,53 26,69 183 188
1164981670218 6 85 20,48 3 48,48 25,26 17 30
1164981673984 7 85 19,97 3 48,73 25,15 24 35
1164981676765 1 86 19,14 3 48,41 24,67 1 1
1164981682250 8 85 23,27 3 45,01 25,56 30 37
1164981685328 18 84 23,68 3 42,19 26,29 140 134
1164981690000 19 84 24,09 3 41,63 26,12 111 99
1164981690531 9 85 24,2 3 47,07 25,2 31 40
1164981696312 10 85 23,37 3 47,22 25,84 90 133
1164981698828 20 84 25,33 3 44,75 26,21 37 57
1164981701031 11 85 24,92 3 43,37 26,08 193 275
1164981705703 14 85 21,31 3 47,19 25,34 21 37
1164981708562 2 86 26,26 3 43,14 26,09 60 88
1164981709515 15 85 23,27 3 45,12 25,38 21 35
1164981711171 12 85 27,09 3 43,19 26,22 227 287
1164981712765 3 86 22,03 3 46,78 25,74 57 51
1164981714640 16 85 26,26 3 42,6 25,77 34 50
1164981716625 13 85 26,16 3 43,07 26,05 152 415
1164981718359 17 85 23,37 3 44,77 25,47 34 42
1164981724984 4 86 28,63 3 46,64 25,98 89 81
1164981727906 5 86 28,63 3 41,49 26,71 207 337
1164981730234 6 86 20,79 3 48,45 25,25 25 38
1164981733984 7 86 19,97 3 48,73 25,16 25 30
1164981736781 1 87 18,83 3 48,44 24,68 2 1
1164981742234 8 86 22,96 3 44,98 25,55 21 34
1164981745328 18 85 23,68 3 41,86 26,34 89 127
1164981750000 19 85 24,09 3 41,63 26,13 79 103
1164981750546 9 86 24,2 3 47,24 25,2 17 33
1164981756312 10 86 23,68 3 47,12 25,86 164 179
1164981758828 20 85 25,43 3 44,72 26,23 60 75
1164981761031 11 86 25,13 3 43,31 26,11 264 271
1164981765703 14 86 21,31 3 47,81 25,32 32 45
1164981768562 2 87 26,16 3 43,3 26,04 82 111
1164981769515 15 86 23,27 3 45,02 25,38 27 43
1164981771171 12 86 27,09 3 43,09 26,22 234 246
1164981772765 3 87 22,03 3 46,84 25,75 46 54
1164981774640 16 86 26,26 3 42,57 25,77 35 45
1164981776609 13 86 26,16 3 43,01 26,08 246 542
1164981778359 17 86 23,78 3 44,87 25,47 28 28
1164981784984 4 87 28,32 3 46,65 26,02 80 64
1164981790234 6 87 20,38 3 48,51 25,24 17 32
1164981793984 7 87 19,97 3 48,76 25,13 24 35
1164981796781 1 88 19,14 3 48,28 24,67 1 1
1164981802250 8 87 22,96 3 45,04 25,55 29 41
1164981805312 18 86 23,78 3 42,13 26,34 119 151
1164981810015 19 86 24,09 3 41,7 26,12 85 112
1164981810531 9 87 24,2 3 47,24 25,21 18 35
1164981816312 10 87 23,68 3 47,12 25,85 149 182
1164981818828 20 86 25,33 3 44,52 26,2 46 66
1164981821031 11 87 24,92 3 43,31 26,11 203 283
1164981825703 14 87 21,21 3 47,58 25,31 17 32
1164981828609 2 88 26,16 3 43,18 26,11 41 67
1164981829515 15 87 23,27 3 44,76 25,42 35 39
1164981831187 12 87 27,09 3 43,06 26,22 149 217
1164981832765 3 88 21,72 3 46,84 25,75 70 82
1164981834656 16 87 26,26 3 42,44 25,78 23 34
1164981836609 13 87 25,85 3 42,57 26,1 349 388
1164981838359 17 87 23,68 3 44,9 25,48 29 58
1164981844984 4 88 28,74 3 46,65 26,02 67 91
1164981847843 5 88 28,74 3 41,5 26,72 320 414
1164981850234 6 88 20,48 3 48,48 25,26 26 36
1164981853984 7 88 19,76 3 48,79 25,14 23 28
1164981856781 1 89 19,14 3 48,31 24,68 0 1
1164981862250 8 88 22,96 3 45,01 25,54 29 41
1164981865328 18 87 23,68 3 41,86 26,34 105 142
1164981870015 19 87 24,09 3 41,67 26,13 91 117
1164981870546 9 88 24,2 3 47,2 25,19 21 38
1164981876312 10 88 23,68 3 47,1 25,93 163 156
1164981878843 20 87 25,43 3 44,39 26,19 65 73
1164981881046 11 88 25,02 3 43,17 26,08 225 183
1164981885718 14 88 21,21 3 46,99 25,32 33 42
1164981888609 2 89 26,16 3 43,17 26,08 99 92
1164981889515 15 88 23,27 3 44,93 25,4 35 50
1164981891171 12 88 27,09 3 42,92 26,22 132 168
1164981892781 3 89 22,03 3 46,78 25,74 51 69
1164981894656 16 88 26,26 3 42,6 25,76 24 35
1164981896609 13 88 25,85 3 43,04 26,06 384 506
1164981898375 17 88 23,68 3 44,83 25,46 32 61
1164981905000 4 89 28,63 3 46,62 26,03 78 107
1164981907843 5 89 28,63 3 41,5 26,74 296 270
1164981910234 6 89 20,79 3 48,42 25,29 17 31
1164981914000 7 89 19,97 3 48,73 25,17 20 33
1164981916781 1 90 18,83 3 48,38 24,68 2 1
1164981922250 8 89 23,27 3 44,97 25,54 24 31
1164981925328 18 88 23,68 3 42,09 26,28 142 138
1164981930015 19 88 24,09 3 41,84 26,15 112 102
1164981930546 9 89 24,2 3 47,2 25,21 30 39
1164981936328 10 89 23,68 3 47,09 25,87 79 120
1164981938843 20 88 25,33 3 44,86 26,23 40 54
1164981941031 11 89 24,92 3 43,41 26,08 164 247
1164981945703 14 89 21,31 3 46,33 25,33 17 33
1164981948609 2 90 26,26 3 43,11 26,1 53 80
1164981949531 15 89 23,37 3 44,83 25,39 35 41
1164981951187 12 89 27,09 3 43,12 26,22 155 246
1164981952781 3 90 22,03 3 46,84 25,74 68 83
1164981954656 16 89 26,26 3 42,57 25,77 22 43
1164981956625 13 89 25,85 3 42,94 26,08 277 215
1164981958375 17 89 23,37 3 44,84 25,48 41 64
1164981965000 4 90 28,63 3 46,61 26,01 80 108
1164981967859 5 90 28,63 3 41,49 26,7 272 224
1164981970250 6 90 20,79 3 48,45 25,28 24 33
1164981974000 7 90 19,66 3 48,73 25,16 20 32
1164981976796 1 91 18,83 3 48,31 24,68 1 1
1164981982250 8 90 23,27 3 44,98 25,58 29 41
1164981985343 18 89 23,68 3 42,46 26,34 137 157
1164981990031 19 89 24,09 3 41,93 26,11 115 123
1164981990546 9 90 24,2 3 47,24 25,21 29 44
1164981996328 10 90 23,68 3 47,13 25,9 139 109
1164981998843 20 89 25,33 3 44,99 26,22 64 67
1164982001046 11 90 24,92 3 43,37 26,08 176 129
1164982005718 14 90 21,31 3 47,71 25,33 31 42
1164982008609 2 91 26,26 3 43,14 26,11 101 94
1164982009531 15 90 23,27 3 45,23 25,42 28 47
1164982011187 12 90 27,39 3 43,32 26,2 198 159
1164982012781 3 91 22,13 3 46,81 25,73 55 50
1164982014656 16 90 26,26 3 42,7 25,78 33 40
1164982016625 13 90 25,85 3 43,04 26,05 232 530
1164982018375 17 90 23,68 3 44,8 25,47 16 37
1164982025000 4 91 28,63 3 46,65 26,02 58 81
1164982030250 6 91 20,48 3 48,45 25,27 27 36
1164982034000 7 91 19,97 3 48,73 25,17 29 32
1164982036796 1 92 19,14 3 48,41 24,68 1 1
1164982042265 8 91 22,96 3 45,04 25,56 24 40
1164982045343 18 90 23,68 3 42,39 26,3 76 114
1164982050031 19 90 23,78 3 42,11 26,14 80 104
1164982050546 9 91 24,2 3 47,24 25,21 19 37
1164982056328 10 91 23,68 3 47,22 25,88 162 183
1164982058859 20 90 25,43 3 44,85 26,2 52 72
1164982061046 11 91 25,02 3 43,34 26,1 266 278
1164982065718 14 91 21,31 3 47,54 25,31 30 47
1164982068609 2 92 26,26 3 43,18 26,11 102 113
1164982069531 15 91 23,27 3 45,22 25,41 22 38
1164982071203 12 91 27,09 3 43,09 26,26 236 254
1164982072781 3 92 22,03 3 46,84 25,73 69 69
1164982074687 16 91 26,26 3 42,64 25,78 36 49
1164982076625 13 91 25,85 3 43,04 26,08 24 326
1164982078375 17 91 23,68 3 44,5 25,48 28 30
1164982085000 4 92 28,63 3 46,65 26,03 72 69
1164982087859 5 92 28,63 3 41,49 26,68 304 416
1164982090250 6 92 20,59 3 48,48 25,26 19 36
1164982094000 7 92 19,97 3 48,73 25,16 29 34
1164982096796 1 93 19,14 3 48,34 24,68 2 1
1164982102265 8 92 23,27 3 45,04 25,53 21 33
1164982105343 18 91 23,68 3 42,44 26,39 69 88
1164982110031 19 91 24,09 3 42,24 26,14 60 83
1164982110562 9 92 24,2 3 47,27 25,21 21 28
1164982116328 10 92 23,68 3 47,13 25,91 114 161
1164982118859 20 91 25,33 3 44,92 26,22 41 62
1164982121062 11 92 24,92 3 43,18 26,1 224 299
1164982125718 14 92 21,21 3 47,15 25,29 19 37
1164982128609 2 93 26,26 3 43,11 26,12 86 113
1164982129531 15 92 23,27 3 44,99 25,39 34 38
1164982131203 12 92 27,09 3 43,06 26,25 202 284
1164982132781 3 93 22,03 3 46,84 25,73 65 82
1164982134671 16 92 26,26 3 42,7 25,78 30 50
1164982136625 13 92 25,85 3 43,01 26,1 198 57
1164982138375 17 92 23,68 3 44,64 25,48 34 44
1164982145000 4 93 28,63 3 46,62 26,05 81 67
1164982147859 5 93 28,74 3 41,49 26,66 183 305
1164982150250 6 93 20,79 3 48,42 25,28 18 33
1164982154015 7 93 19,97 3 48,73 25,14 28 39
1164982156812 1 94 19,14 3 48,38 24,69 2 1
1164982162265 8 93 22,96 3 44,97 25,54 21 32
1164982170031 19 92 24,09 3 42,24 26,11 70 80
1164982170562 9 93 24,09 3 47,14 25,2 22 28
1164982176343 10 93 23,78 3 47,12 25,88 100 147
1164982178859 20 92 25,74 3 44,82 26,22 41 55
1164982181062 11 93 24,92 3 43,24 26,09 191 275
1164982185734 14 93 21,21 3 46,83 25,32 18 35
1164982188609 2 94 26,26 3 43,05 26,17 68 99
